종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"013360","일성건설","KOSPI","건설","4185","-355","-7.82","226094122800"
"003120","일성아이에스","KOSPI","제약","15320","-30","-0.20","203756000000"
"003200","일신방직","KOSPI","섬유·의류","7750","30","0.39","180420000000"
"007110","일신석재","KOSPI","유통","2245","-5","-0.22","173890089450"
"007570","일양약품","KOSPI","제약","12220","410","3.47","233226814080"
"007575","일양약품우","KOSPI","제약","10760","330","3.16","4789060800"
"008500","일정실업","KOSPI","섬유·의류","11130","0","0.00","13356000000"
"081000","일진다이아","KOSPI","화학","11220","320","2.94","159357379500"
"020760","일진디스플","KOSPI","전기·전자","859","39","4.76","44250303519"
"103590","일진전기","KOSPI","전기·전자","28950","-200","-0.69","1380492040500"
"271940","일진하이솔루스","KOSPI","운송장비·부품","16820","360","2.19","610787855800"
"015860","일진홀딩스","KOSPI","기타금융","3750","-10","-0.27","185053061250"
"226320","잇츠한불","KOSPI","화학","10750","190","1.80","235740136250"
"317400","자이에스앤디","KOSPI","부동산","3310","85","2.64","128370141200"
"033240","자화전자","KOSPI","전기·전자","12110","390","3.33","268307585700"
"000950","전방","KOSPI","섬유·의류","18230","30","0.16","30626400000"
"079900","전진건설로봇","KOSPI","기계·장비","37050","-400","-1.07","540653792250"
"348950","제이알글로벌리츠","KOSPI","부동산","2780","25","0.91","548705280000"
"194370","제이에스코퍼레이션","KOSPI","기타제조","14350","-210","-1.44","196302475250"
"025620","제이준코스메틱","KOSPI","화학","3815","-45","-1.17","17109687490"
"030000","제일기획","KOSPI","일반서비스","17130","10","0.06","1970656184250"
"271980","제일약품","KOSPI","제약","11830","320","2.78","173958635760"
"001560","제일연마","KOSPI","비금속","9460","190","2.05","93654000000"
"002620","제일파마홀딩스","KOSPI","일반서비스","8040","210","2.68","128425774200"
"006220","제주은행","KOSPI","은행","8200","-100","-1.20","263455946800"
"089590","제주항공","KOSPI","운송·창고","7400","250","3.50","596743289000"
"004910","조광페인트","KOSPI","화학","5890","10","0.17","75392000000"
"004700","조광피혁","KOSPI","기타제조","54500","400","0.74","362378021000"
"001550","조비","KOSPI","화학","10770","-70","-0.65","55920414030"
"462520","조선내화","KOSPI","비금속","15460","150","0.98","183280897280"
"120030","조선선재","KOSPI","금속","96500","-500","-0.52","121363321500"
"018470","조일알미늄","KOSPI","금속","1443","29","2.05","182729573403"
"002600","조흥","KOSPI","음식료·담배","167500","1500","0.90","100500000000"
"185750","종근당","KOSPI","제약","89600","500","0.56","1180428032000"
"063160","종근당바이오","KOSPI","제약","21950","0","0.00","120416865900"
"001630","종근당홀딩스","KOSPI","제약","47500","50","0.11","237968397500"
"109070","주성코퍼레이션","KOSPI","전기·전자","4100","0","0.00","216521943000"
"044380","주연테크","KOSPI","전기·전자","309","0","0.00","20518790268"
"013890","지누스","KOSPI","기타제조","26600","2000","8.13","591971721600"
"013870","지엠비코리아","KOSPI","운송장비·부품","3665","-5","-0.14","69899906200"
"071320","지역난방공사","KOSPI","전기·가스","39550","-700","-1.74","457939325200"
"088790","진도","KOSPI","유통","1719","49","2.93","21397671936"
"003780","진양산업","KOSPI","화학","10120","530","5.53","131560000000"
"010640","진양폴리","KOSPI","화학","7300","250","3.55","73000000000"
"100250","진양홀딩스","KOSPI","화학","3100","10","0.32","173275405200"
"051630","진양화학","KOSPI","화학","3715","160","4.50","78758000000"
"272450","진에어","KOSPI","운송·창고","9860","70","0.72","514692000000"
"011000","진원생명과학","KOSPI","제약","2200","0","0.00","176085877000"
"002780","진흥기업","KOSPI","건설","840","11","1.33","122196265800"
"002787","진흥기업2우B","KOSPI","건설","9750","0","0.00","2874378000"
"002785","진흥기업우B","KOSPI","건설","3375","-115","-3.30","2893110750"
"009310","참엔지니어링","KOSPI","기계·장비","364","14","4.00","30891740516"
"000650","천일고속","KOSPI","운송·창고","36000","-150","-0.41","51451920000"
"012600","청호ICT","KOSPI","기계·장비","2490","0","0.00","116119947330"
"033250","체시스","KOSPI","운송장비·부품","1162","-2","-0.17","37184000000"
"035720","카카오","KOSPI","IT 서비스","38050","600","1.60","16877590452050"
"323410","카카오뱅크","KOSPI","은행","21450","500","2.39","10230977263650"
"377300","카카오페이","KOSPI","기타금융","27100","1000","3.83","3648601481100"
"006380","카프로","KOSPI","화학","3660","0","0.00","618539985360"
"001620","케이비아이동국실업","KOSPI","운송장비·부품","493","6","1.23","54867464283"
"029460","케이씨","KOSPI","의료·정밀기기","16810","230","1.39","227843479640"
"281820","케이씨텍","KOSPI","의료·정밀기기","29050","2350","8.80","606028201800"
"381970","케이카","KOSPI","유통","12840","-180","-1.38","618657817320"
"145270","케이탑리츠","KOSPI","부동산","977","2","0.21","46955376198"
"417310","코람코더원리츠","KOSPI","부동산","4365","25","0.58","176346000000"
"357120","코람코라이프인프라리츠","KOSPI","부동산","4145","50","1.22","403455042330"
"007815","코리아써우","KOSPI","전기·전자","5140","60","1.18","15238506600"
"007810","코리아써키트","KOSPI","전기·전자","9530","290","3.14","225105757030"
"00781K","코리아써키트2우B","KOSPI","전기·전자","5130","30","0.59","4020375870"
"003690","코리안리","KOSPI","보험","7980","-50","-0.62","1554671827380"
"192820","코스맥스","KOSPI","화학","144900","4800","3.43","1644543854100"
"044820","코스맥스비티아이","KOSPI","기타금융","8530","40","0.47","81921446130"
"005070","코스모신소재","KOSPI","화학","55800","5400","10.71","1814100184800"
"005420","코스모화학","KOSPI","화학","16720","1890","12.74","642185572160"
"071950","코아스","KOSPI","기타제조","8330","-70","-0.83","27411697600"
"002020","코오롱","KOSPI","기타금융","14140","80","0.57","178537663640"
"138490","코오롱ENP","KOSPI","화학","5430","150","2.84","206340000000"
"003070","코오롱글로벌","KOSPI","건설","8950","140","1.59","169447781350"
"003075","코오롱글로벌우","KOSPI","건설","16500","390","2.42","12222160500"
"450140","코오롱모빌리티그룹","KOSPI","유통","2580","70","2.79","161965305000"
"45014K","코오롱모빌리티그룹우","KOSPI","유통","7780","-390","-4.77","19108613600"
"002025","코오롱우","KOSPI","기타금융","12380","-10","-0.08","13325708200"
"120110","코오롱인더","KOSPI","화학","27550","650","2.42","758150957050"
"120115","코오롱인더우","KOSPI","화학","18770","220","1.19","51952732200"
"021240","코웨이","KOSPI","일반서비스","65400","-1600","-2.39","4826495082600"
"036420","콘텐트리중앙","KOSPI","오락·문화","8570","-30","-0.35","165077979560"
"024720","콜마홀딩스","KOSPI","기타금융","6800","70","1.04","233214561200"
"031820","콤텍시스템","KOSPI","IT 서비스","535","1","0.19","64762534310"
"192400","쿠쿠홀딩스","KOSPI","기타금융","22200","-800","-3.48","789480507000"
"284740","쿠쿠홈시스","KOSPI","일반서비스","20050","-350","-1.72","449868466500"
"264900","크라운제과","KOSPI","음식료·담배","7870","70","0.90","98562699500"
"26490K","크라운제과우","KOSPI","음식료·담배","9970","280","2.89","7712393200"
"005740","크라운해태홀딩스","KOSPI","기타금융","5600","50","0.90","83145143200"
"005745","크라운해태홀딩스우","KOSPI","기타금융","7810","-20","-0.26","4691670060"
"259960","크래프톤","KOSPI","IT 서비스","335000","18500","5.85","16048735790000"
"020120","키다리스튜디오","KOSPI","IT 서비스","3400","50","1.49","126016804400"
"039490","키움증권","KOSPI","증권","115300","2900","2.58","2943229201800"
"014580","태경비케이","KOSPI","비금속","4665","70","1.52","128675161500"
"015890","태경산업","KOSPI","화학","4945","65","1.33","144536168750"
"006890","태경케미컬","KOSPI","화학","11240","20","0.18","130384000000"
"003240","태광산업","KOSPI","화학","608000","2000","0.33","676947200000"
"011280","태림포장","KOSPI","종이·목재","1999","56","2.88","141541074060"
"004100","태양금속","KOSPI","운송장비·부품","2620","25","0.96","96154000000"
"004105","태양금속우","KOSPI","운송장비·부품","4460","110","2.53","14718000000"
"009410","태영건설","KOSPI","건설","2440","10","0.41","702489022280"
"009415","태영건설우","KOSPI","건설","4420","10","0.23","2872885080"
"001420","태원물산","KOSPI","운송장비·부품","3830","0","0.00","29108000000"
"055490","테이팩스","KOSPI","화학","13260","690","5.49","63245559000"
"078000","텔코웨어","KOSPI","IT 서비스","9510","70","0.74","87873132270"
"214420","토니모리","KOSPI","화학","6360","80","1.27","152988521640"
"019180","티에이치엔","KOSPI","전기·전자","3190","40","1.27","57420000000"
"363280","티와이홀딩스","KOSPI","기타금융","2715","0","0.00","136915462620"
"36328K","티와이홀딩스우","KOSPI","기타금융","4150","70","1.72","5158508100"
"091810","티웨이항공","KOSPI","운송·창고","2675","210","8.52","576138760800"
"004870","티웨이홀딩스","KOSPI","비금속","722","22","3.14","81166840734"
"034230","파라다이스","KOSPI","오락·문화","9800","130","1.34","899361905400"
"005690","파미셀","KOSPI","제약","8510","340","4.16","510744363640"
"036580","팜스코","KOSPI","음식료·담배","2225","25","1.14","81719673175"
"004720","팜젠사이언스","KOSPI","제약","4345","120","2.84","79084665880"
"028670","팬오션","KOSPI","운송·창고","3400","110","3.34","1817536340800"
"010820","퍼스텍","KOSPI","금속","3075","5","0.16","149973709350"
"016800","퍼시스","KOSPI","기타제조","41800","900","2.20","480700000000"
"001020","페이퍼코리아","KOSPI","종이·목재","844","4","0.48","150217916172"
"090080","평화산업","KOSPI","운송장비·부품","890","0","0.00","48863010510"
"010770","평화홀딩스","KOSPI","운송장비·부품","2475","0","0.00","36198028350"
"022100","포스코DX","KOSPI","일반서비스","20200","900","4.66","3071101525800"
"058430","포스코스틸리온","KOSPI","금속","28750","750","2.68","172500000000"
"047050","포스코인터내셔널","KOSPI","유통","41900","1800","4.49","7371164817200"
"003670","포스코퓨처엠","KOSPI","전기·전자","146300","8400","6.09","11332869086000"
"017810","풀무원","KOSPI","음식료·담배","10800","200","1.89","411701853600"
"103140","풍산","KOSPI","금속","53200","1500","2.90","1490891589600"
"005810","풍산홀딩스","KOSPI","기타금융","25950","300","1.17","374128727400"
"950210","프레스티지바이오파마","KOSPI","일반서비스","15610","280","1.83","938100979550"
"009810","플레이그램","KOSPI","유통","385","18","4.90","58476687500"
"086790","하나금융지주","KOSPI","기타금융","57000","200","0.35","16372730160000"
"293480","하나제약","KOSPI","제약","10970","290","2.72","194969217620"
"039130","하나투어","KOSPI","일반서비스","55400","700","1.28","888570849000"
"352820","하이브","KOSPI","오락·문화","201000","4700","2.39","8372071497000"
"071090","하이스틸","KOSPI","금속","2810","75","2.74","56738033510"
"019490","하이트론","KOSPI","전기·전자","2930","45","1.56","88029708170"
"000080","하이트진로","KOSPI","음식료·담배","19600","140","0.72","1374618775600"
"000087","하이트진로2우B","KOSPI","음식료·담배","15750","20","0.13","17799673500"
"000140","하이트진로홀딩스","KOSPI","기타금융","9090","0","0.00","210949493850"
"000145","하이트진로홀딩스우","KOSPI","기타금융","11200","90","0.81","5273072000"
"152550","한국ANKOR유전","KOSPI","기타금융","320","13","4.23","22406400000"
"036460","한국가스공사","KOSPI","전기·가스","34700","600","1.76","3203261100000"
"005430","한국공항","KOSPI","운송·창고","56000","200","0.36","177315880000"
"071050","한국금융지주","KOSPI","기타금융","71100","400","0.57","3962118031200"
"071055","한국금융지주우","KOSPI","기타금융","52800","300","0.57","309315652800"
"010040","한국내화","KOSPI","비금속","2205","35","1.61","90552871710"
"025540","한국단자","KOSPI","전기·전자","66600","-400","-0.60","693639000000"
"010100","한국무브넥스","KOSPI","운송장비·부품","3215","20","0.63","97898100300"
"004090","한국석유","KOSPI","비금속","13650","430","3.25","173274738000"
"002200","한국수출포장","KOSPI","종이·목재","2800","0","0.00","112000000000"
"002960","한국쉘석유","KOSPI","화학","319500","1500","0.47","415350000000"
"000240","한국앤컴퍼니","KOSPI","기타금융","16950","110","0.65","1609152318000"
"123890","한국자산신탁","KOSPI","기타금융","2820","10","0.36","349617260640"
"015760","한국전력","KOSPI","전기·가스","20000","440","2.25","12839281540000"
"006200","한국전자홀딩스","KOSPI","기타금융","713","-1","-0.14","33370635968"
"027970","한국제지","KOSPI","종이·목재","863","13","1.53","164123818531"
"023350","한국종합기술","KOSPI","일반서비스","6130","-140","-2.23","67123500000"
"025890","한국주강","KOSPI","기계·장비","1898","11","0.58","21464973582"
"000970","한국주철관","KOSPI","금속","6190","30","0.49","141135095000"
"104700","한국철강","KOSPI","금속","8040","50","0.63","341298000000"
"017960","한국카본","KOSPI","금속","11820","-450","-3.67","613557902640"
"161890","한국콜마","KOSPI","화학","56300","-700","-1.23","1328965835100"
"161390","한국타이어앤테크놀로지","KOSPI","화학","39550","1400","3.67","4899258978950"
"034830","한국토지신탁","KOSPI","기타금융","1005","5","0.50","253751676150"
"007280","한국특강","KOSPI","금속","1680","40","2.44","102166362480"
"168490","한국패러랠","KOSPI","기타금융","143","1","0.70","11442860000"
"047810","한국항공우주","KOSPI","운송장비·부품","56000","200","0.36","5458605992000"
"123690","한국화장품","KOSPI","유통","6280","80","1.29","100907040000"
"003350","한국화장품제조","KOSPI","화학","52300","800","1.55","237023600000"
"011500","한농화성","KOSPI","화학","13900","770","5.86","217354883800"
"002390","한독","KOSPI","제약","12260","270","2.25","168740914580"
"053690","한미글로벌","KOSPI","일반서비스","17050","70","0.41","186826227500"
"042700","한미반도체","KOSPI","기계·장비","93300","6200","7.12","9014110364700"
"008930","한미사이언스","KOSPI","기타금융","29850","650","2.23","2041487767500"
"128940","한미약품","KOSPI","제약","283000","4500","1.62","3625510453000"
"009240","한샘","KOSPI","유통","48000","350","0.73","1129628544000"
"020000","한섬","KOSPI","섬유·의류","14690","0","0.00","343723965000"
"003680","한성기업","KOSPI","음식료·담배","5200","80","1.56","32289478000"
"105630","한세실업","KOSPI","섬유·의류","13800","50","0.36","552000000000"
"069640","한세엠케이","KOSPI","유통","1221","1","0.08","36760038942"
"016450","한세예스24홀딩스","KOSPI","섬유·의류","4215","35","0.84","168600000000"
"010420","한솔PNS","KOSPI","유통","1088","-15","-1.36","22296397056"
"009180","한솔로지스틱스","KOSPI","운송·창고","2090","15","0.72","58845674250"
"213500","한솔제지","KOSPI","종이·목재","8670","50","0.58","206350993920"
"014680","한솔케미칼","KOSPI","화학","102500","8500","9.04","1161857487500"
"004710","한솔테크닉스","KOSPI","전기·전자","4080","125","3.16","131008302240"
"004150","한솔홀딩스","KOSPI","기타금융","2370","10","0.42","99560327490"
"025750","한솔홈데코","KOSPI","종이·목재","661","0","0.00","53253563489"
"004960","한신공영","KOSPI","건설","6470","70","1.09","74862441940"
"011700","한신기계","KOSPI","기계·장비","2780","50","1.83","90200299780"
"001750","한양증권","KOSPI","증권","11680","-160","-1.35","148669277120"
"001755","한양증권우","KOSPI","증권","13270","-180","-1.34","6966750000"
"018880","한온시스템","KOSPI","기계·장비","4025","15","0.37","2148545000000"
"009420","한올바이오파마","KOSPI","제약","40100","1600","4.16","2094849583800"
"014130","한익스프레스","KOSPI","운송·창고","3360","30","0.90","40320000000"
"300720","한일시멘트","KOSPI","비금속","14760","350","2.43","1022300330400"
"002220","한일철강","KOSPI","금속","1909","0","0.00","50965451140"
"006390","한일현대시멘트","KOSPI","비금속","13470","30","0.22","260343741840"
"003300","한일홀딩스","KOSPI","비금속","13970","180","1.31","430735389480"
"051600","한전KPS","KOSPI","건설","43950","-150","-0.34","1977750000000"
"052690","한전기술","KOSPI","일반서비스","54700","1000","1.86","2090634000000"
"130660","한전산업","KOSPI","일반서비스","9500","140","1.50","309700000000"
"002320","한진","KOSPI","운송·창고","19150","70","0.37","286247076200"
"003480","한진중공업홀딩스","KOSPI","전기·가스","3650","-10","-0.27","107783813800"
"180640","한진칼","KOSPI","기타금융","74600","2400","3.32","4980466013400"
"18064K","한진칼우","KOSPI","기타금융","23400","300","1.30","12560324400"
"005110","한창","KOSPI","유통","1254","0","0.00","23332434378"
"009460","한창제지","KOSPI","종이·목재","730","7","0.97","43557264780"
"372910","한컴라이프케어","KOSPI","의료·정밀기기","3260","55","1.72","90218563560"
"000880","한화","KOSPI","화학","27600","550","2.03","2068861086000"
"00088K","한화3우B","KOSPI","화학","15000","100","0.67","291066615000"
"452260","한화갤러리아","KOSPI","유통","1135","27","2.44","220030657350"
"45226K","한화갤러리아우","KOSPI","유통","2290","35","1.55","6651236300"
"451800","한화리츠","KOSPI","부동산","3520","25","0.72","632192000000"
"088350","한화생명","KOSPI","보험","2500","55","2.25","2171325000000"
"000370","한화손해보험","KOSPI","보험","4115","85","2.11","480380635225"
"009830","한화솔루션","KOSPI","화학","17880","1730","10.71","3073438543680"
"009835","한화솔루션우","KOSPI","화학","17230","2080","13.73","44373263270"
"272210","한화시스템","KOSPI","전기·전자","23600","-300","-1.26","4458497580400"
"012450","한화에어로스페이스","KOSPI","운송장비·부품","362000","-1500","-0.41","16500380282000"
"082740","한화엔진","KOSPI","기계·장비","18330","-360","-1.93","1529586112860"
"042660","한화오션","KOSPI","운송장비·부품","37350","-450","-1.19","11444540265900"
"000885","한화우","KOSPI","화학","37350","-2300","-5.80","7433882550"
"489790","한화인더스트리얼솔루션즈","KOSPI","기타금융","33050","1500","4.75","1668641289500"
"003530","한화투자증권","KOSPI","증권","3575","90","2.58","767008295625"
"003535","한화투자증권우","KOSPI","증권","7100","130","1.87","34080000000"
"195870","해성디에스","KOSPI","전기·전자","24300","1150","4.97","413100000000"
"101530","해태제과식품","KOSPI","음식료·담배","6120","150","2.51","178194950640"
"143210","핸즈코퍼레이션","KOSPI","운송장비·부품","1845","24","1.32","40360753215"
"000720","현대건설","KOSPI","건설","25850","400","1.57","2878546525250"
"000725","현대건설우","KOSPI","건설","43600","400","0.93","45984614800"
"453340","현대그린푸드","KOSPI","유통","13900","-130","-0.93","470944704600"
"086280","현대글로비스","KOSPI","운송·창고","134500","700","0.52","10087500000000"
"064350","현대로템","KOSPI","운송장비·부품","52000","-100","-0.19","5675399236000"
"079430","현대리바트","KOSPI","기타제조","7730","180","2.38","158737729860"
"012330","현대모비스","KOSPI","운송장비·부품","246500","-2500","-1.00","22923290671000"
"069960","현대백화점","KOSPI","유통","46800","1050","2.30","1059028448400"
"004560","현대비앤지스틸","KOSPI","금속","11740","280","2.44","177025241140"
"004310","현대약품","KOSPI","제약","3625","10","0.28","116000000000"
"017800","현대엘리베이","KOSPI","기계·장비","50800","-300","-0.59","1985893158000"
"307950","현대오토에버","KOSPI","IT 서비스","132300","-2700","-2.00","3628192818600"
"011210","현대위아","KOSPI","운송장비·부품","39300","800","2.08","1068766761900"
"004020","현대제철","KOSPI","금속","21350","500","2.40","2849067509750"
"005440","현대지에프홀딩스","KOSPI","기타금융","4960","80","1.64","773285332960"
"005380","현대차","KOSPI","운송장비·부품","213000","1500","0.71","44605648683000"
"005387","현대차2우B","KOSPI","운송장비·부품","157700","-100","-0.06","5639255960700"
"005389","현대차3우B","KOSPI","운송장비·부품","153800","100","0.07","366106135200"
"005385","현대차우","KOSPI","운송장비·부품","154200","0","0.00","3681060549600"
"001500","현대차증권","KOSPI","증권","7420","70","0.95","235307210040"
"011760","현대코퍼레이션","KOSPI","유통","19160","-110","-0.57","253466988560"
"227840","현대코퍼레이션홀딩스","KOSPI","유통","10280","40","0.39","93556594080"
"126560","현대퓨처넷","KOSPI","통신","3810","30","0.79","419873220450"
"001450","현대해상","KOSPI","보험","25000","0","0.00","2235000000000"
"057050","현대홈쇼핑","KOSPI","유통","44650","-150","-0.33","535800000000"
"093240","형지엘리트","KOSPI","섬유·의류","2495","5","0.20","88457784890"
"003010","혜인","KOSPI","유통","5010","20","0.40","63690862470"
"111110","호전실업","KOSPI","섬유·의류","7920","150","1.93","77219873280"
"008770","호텔신라","KOSPI","유통","38150","1500","4.09","1497315816150"
"008775","호텔신라우","KOSPI","유통","30250","150","0.50","22744339750"
"378850","화승알앤에이","KOSPI","운송장비·부품","3060","10","0.33","58120486380"
"241590","화승엔터프라이즈","KOSPI","기타제조","8780","120","1.39","531973843280"
"006060","화승인더","KOSPI","화학","4480","30","0.67","247833600000"
"013520","화승코퍼레이션","KOSPI","운송장비·부품","1544","5","0.32","77279133088"
"010690","화신","KOSPI","운송장비·부품","7060","150","2.17","246538094600"
"133820","화인베스틸","KOSPI","금속","926","7","0.76","28544985268"
"010660","화천기계","KOSPI","기계·장비","2705","45","1.69","59510000000"
"000850","화천기공","KOSPI","기계·장비","27200","400","1.49","59840000000"
"016580","환인제약","KOSPI","제약","11950","80","0.67","222270836500"
"032560","황금에스티","KOSPI","금속","4900","15","0.31","83300000000"
"004800","효성","KOSPI","기타금융","45550","-400","-0.87","762525538850"
"094280","효성ITX","KOSPI","일반서비스","12060","-110","-0.90","139391892000"
"298040","효성중공업","KOSPI","전기·전자","417500","11000","2.71","3892998790000"
"298020","효성티앤씨","KOSPI","화학","238500","9500","4.15","1032152157000"
"298000","효성화학","KOSPI","화학","40350","1800","4.67","152999573850"
"093370","후성","KOSPI","화학","5090","245","5.06","545929629700"
"081660","휠라홀딩스","KOSPI","유통","40200","350","0.88","2415852727800"
"005870","휴니드","KOSPI","전기·전자","8050","200","2.55","113633920750"
"079980","휴비스","KOSPI","화학","2580","45","1.78","89010000000"
"005010","휴스틸","KOSPI","금속","3910","50","1.30","219695373250"
"000540","흥국화재","KOSPI","보험","3430","-90","-2.56","220352272350"
"000545","흥국화재우","KOSPI","보험","5860","-1340","-18.61","4500480000"
"003280","흥아해운","KOSPI","운송·창고","1662","64","4.01","399586182138"
