종목코드,종목명,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"103230","에스앤더블류","벤처기업부","3250","250","8.33","3015","3300","2900","13130","40305275","23400000000","7200000"
"260970","에스앤디","벤처기업부","44200","-1700","-3.70","45400","45650","43900","46679","2074930650","127859726800","2892754"
"101490","에스앤에스텍","우량기업부","25600","750","3.02","24850","25850","24400","76413","1938366500","549157043200","21451447"
"095910","에스에너지","중견기업부","1430","-31","-2.12","1447","1458","1400","19429","27966054","27891439290","19504503"
"275630","에스에스알","벤처기업부","3255","-35","-1.06","3265","3290","3225","6259","20323300","19588554195","6017989"
"031330","에스에이엠티","우량기업부","2605","-20","-0.76","2630","2645","2600","222209","581699145","260487149535","99995067"
"060540","에스에이티","우량기업부","1535","46","3.09","1478","1553","1478","164194","251828089","40114624710","26133306"
"351320","에스에이티이엔지","벤처기업부","1312","4","0.31","1308","1314","1291","15572","20409464","28884842432","22015886"
"056190","에스에프에이","우량기업부","19500","-340","-1.71","19520","19830","19490","44313","866327690","700220820000","35908760"
"246250","에스엘에스바이오","기술성장기업부","1925","-13","-0.67","1938","1978","1860","43463","84147811","29545296550","15348206"
"041510","에스엠","우량기업부","75600","900","1.20","73300","76700","72900","81568","6165807600","1765534201200","23353627"
"007820","에스엠코어","중견기업부","3770","75","2.03","3630","3790","3630","12097","45099500","75527976420","20033946"
"464080","에스오에스랩","기술성장기업부","13480","560","4.33","12680","13600","12540","5376305","70962213540","238351068400","17681830"
"109610","에스와이","중견기업부","3720","50","1.36","3600","3750","3600","192452","711677850","181935528000","48907400"
"365330","에스와이스틸텍","중견기업부","7660","260","3.51","7250","7740","7230","1218414","9296221690","234472600000","30610000"
"031860","에스유홀딩스","투자주의환기종목(소속부없음)","1677","113","7.23","1563","1699","1470","179911","285069379","25199199012","15026356"
"306040","에스제이그룹","우량기업부","4930","80","1.65","4850","5020","4845","9841","48181240","48638532040","9865828"
"398120","에스지헬스케어","벤처기업부","4040","-125","-3.00","4015","4200","3945","426467","1725963135","44741788000","11074700"
"457940","에스케이증권제10호스팩","SPAC(소속부없음)","2065","15","0.73","2065","2065","2065","1","2065","6835150000","3310000"
"472230","에스케이증권제11호스팩","SPAC(소속부없음)","2025","5","0.25","2000","2030","2000","4646","9374390","8413875000","4155000"
"473000","에스케이증권제12호스팩","SPAC(소속부없음)","2065","20","0.98","2035","2065","2035","3091","6363575","6835150000","3310000"
"473950","에스케이증권제13호스팩","SPAC(소속부없음)","1986","6","0.30","1985","1998","1985","944","1880315","8778120000","4420000"
"435870","에스케이증권제8호스팩","SPAC(소속부없음)","2080","5","0.24","2070","2080","2070","2329","4826495","7737600000","3720000"
"455910","에스케이증권제9호스팩","SPAC(소속부없음)","2090","50","2.45","2065","2135","2045","1965","4095130","10491800000","5020000"
"475660","에스켐","기술성장기업부","6440","-130","-1.98","6510","6530","6360","35323","226708520","51068137400","7929835"
"096630","에스코넥","중견기업부","652","0","0.00","638","658","635","197875","127442432","51542037660","79052205"
"069510","에스텍","중견기업부","10510","150","1.45","10440","10520","10360","8668","90887700","114664100000","10910000"
"234300","에스트래픽","우량기업부","3785","25","0.66","3695","3810","3695","65815","247766205","105260274680","27809848"
"039440","에스티아이","우량기업부","17450","400","2.35","16990","17530","16900","176365","3041393130","276233500000","15830000"
"098660","에스티오","중견기업부","2900","20","0.69","2890","2970","2650","54194","150282035","36252830400","12500976"
"052020","에스티큐브","관리종목(소속부없음)","8540","1140","15.41","7470","8680","7430","619063","5055922280","580577305140","67983291"
"237690","에스티팜","우량기업부","88900","2200","2.54","86200","90200","86200","183609","16405873100","1790029059000","20135310"
"050760","에스폴리텍","중견기업부","1340","-14","-1.03","1338","1354","1320","1818","2432620","21888468520","16334678"
"288620","에스퓨얼셀","벤처기업부","8930","-110","-1.22","8890","9100","8890","8836","79142720","62325291880","6979316"
"443670","에스피소프트","벤처기업부","8380","310","3.84","8050","8410","7920","387761","3193413170","202807664960","24201392"
"317830","에스피시스템스","벤처기업부","4400","245","5.90","4140","4400","4090","40927","176184115","47404799200","10773818"
"058610","에스피지","우량기업부","23400","2300","10.90","20950","23500","20850","705800","16020225400","518950224000","22177360"
"043340","에쎈테크","중견기업부","549","10","1.86","531","556","531","73309","40220477","52155000000","95000000"
"163280","에어레인","기술성장기업부","13300","710","5.64","12320","13750","12230","747308","9907201720","108724693700","8174789"
"054630","에이디칩스","관리종목(소속부없음)","158","0","0.00","0","0","0","0","0","12594094838","79709461"
"200710","에이디테크놀로지","중견기업부","15950","230","1.46","15530","15990","15380","90371","1424990300","214381110900","13440822"
"475580","에이럭스","중견기업부","11990","360","3.10","12100","12680","11770","3891639","47599977440","160080648200","13351180"
"096690","에이루트","투자주의환기종목(소속부없음)","1634","-44","-2.62","1631","1670","1601","73158","118312138","54701726826","33477189"
"298380","에이비엘바이오","기술성장기업부","29900","1450","5.10","28050","30450","28000","801055","23911376900","1443630065800","48281942"
"203400","에이비온","기술성장기업부","7240","150","2.12","7650","7650","7110","44220","320860530","200458332600","27687615"
"195990","에이비프로바이오","중견기업부","450","32","7.66","418","477","418","3865380","1764788674","128110374450","284689721"
"003800","에이스침대","우량기업부","25100","-100","-0.40","25250","25250","24800","919","22955200","278359000000","11090000"
"088800","에이스테크","투자주의환기종목(소속부없음)","708","1","0.14","710","714","695","144214","102117730","128821923252","181951869"
"241840","에이스토리","우량기업부","7760","-60","-0.77","7730","7890","7610","14459","111577340","74030353440","9539994"
"453860","에이에스텍","벤처기업부","18810","780","4.33","17550","18890","17550","9638","178934290","106412214150","5657215"
"312610","에이에프더블류","중견기업부","1200","47","4.08","1136","1360","1080","293247","371611489","24308265600","20256888"
"172670","에이엘티","벤처기업부","9390","250","2.74","9130","10000","9060","2296042","21989103980","84136832010","8960259"
"445090","에이직랜드","벤처기업부","34400","-1050","-2.96","34950","36150","33800","415893","14409214550","370545998400","10771686"
"295310","에이치브이엠","기술성장기업부","24500","750","3.16","23150","24500","22500","980456","23365489550","291597309500","11901931"
"072990","에이치시티","우량기업부","8190","150","1.87","8090","8420","8010","7694","63013850","59683322790","7287341"
"044990","에이치엔에스하이텍","기술성장기업부","15840","290","1.86","15400","15840","15400","4015","63105140","127291253760","8036064"
"239610","에이치엘사이언스","우량기업부","12340","100","0.82","12250","12580","12250","1122","13890640","66538699100","5392115"
"462020","에이치엠씨제6호스팩","SPAC(소속부없음)","1986","27","1.38","1969","1986","1960","48250","95004454","8629170000","4345000"
"477340","에이치엠씨제7호스팩","SPAC(소속부없음)","1939","16","0.83","1950","1950","1924","19179","37015443","14561890000","7510000"
"148930","에이치와이티씨","중견기업부","3550","50","1.43","3530","3570","3470","3986","14024100","36122006150","10175213"
"376270","에이치이엠파마","기술성장기업부","16500","230","1.41","16270","16540","16040","28209","462649490","114873643500","6962039"
"044780","에이치케이","벤처기업부","1142","-3","-0.26","1145","1188","1135","60343","70019474","21133608754","18505787"
"357230","에이치피오","중견기업부","2450","-40","-1.61","2490","2500","2445","16069","39607625","103119243150","42089487"
"355690","에이텀","기술성장기업부","5010","300","6.37","4990","5060","4710","7433","36518780","27078949800","5404980"
"071670","에이테크솔루션","우량기업부","5530","140","2.60","5330","5530","5300","9100","49532080","55300000000","10000000"
"045660","에이텍","우량기업부","29300","1800","6.55","27000","29650","26700","754297","21617179050","242018000000","8260000"
"224110","에이텍모빌리티","중견기업부","18420","390","2.16","18050","19300","17310","127807","2347699550","98362800000","5340000"
"021080","에이티넘인베스트","우량기업부","2160","0","0.00","2140","2190","2110","78270","169314480","103680000000","48000000"
"200470","에이팩트","벤처기업부","2145","-40","-1.83","2145","2180","2100","298313","636204690","90866689485","42362093"
"262260","에이프로","우량기업부","5030","60","1.21","5000","5100","4975","8301","41906125","72774804560","14468152"
"397030","에이프릴바이오","기술성장기업부","16200","890","5.81","15200","16240","15130","265263","4251078020","363456655200","22435596"
"230240","에치에프알","우량기업부","17740","430","2.48","17310","17900","16570","182340","3119767590","236101660000","13309000"
"230360","에코마케팅","우량기업부","10090","210","2.13","9880","10180","9810","30205","303920350","317512412610","31468029"
"038870","에코바이오","중견기업부","3960","100","2.59","3745","4290","3715","1552192","6312792755","55499198040","14014949"
"097780","에코볼트","중견기업부","893","8","0.90","870","912","870","24726","22043843","60483191834","67730338"
"448280","에코아이","중견기업부","24400","5600","29.79","18800","24400","18800","605952","13961301690","240999849200","9877043"
"101360","에코앤드림","벤처기업부","21900","100","0.46","21600","22250","21400","86015","1889200750","389515896600","17786114"
"128540","에코캡","벤처기업부","1304","11","0.85","1232","1309","1230","159469","200997447","34804359840","26690460"
"086520","에코프로","우량기업부","57500","500","0.88","57000","59400","56700","896501","52135564000","7655454550000","133138340"
"247540","에코프로비엠","우량기업부","109900","1900","1.76","107900","111500","107500","399730","44070685800","10748367705600","97801344"
"383310","에코프로에이치엔","중견기업부","32500","2450","8.15","30150","32950","30150","387606","12381312950","681685290000","20974932"
"038110","에코플라스틱","우량기업부","2290","0","0.00","2295","2350","2255","41939","96198215","94277857300","41169370"
"073540","에프알텍","투자주의환기종목(소속부없음)","1332","21","1.60","1355","1355","1313","18195","24302500","15184800000","11400000"
"064850","에프앤가이드","벤처기업부","7820","210","2.76","7510","8040","7510","11110","86563200","89228796240","11410332"
"036810","에프에스티","우량기업부","15730","120","0.77","15580","15780","15350","56321","879734430","342234290970","21756789"
"173940","에프엔씨엔터","중견기업부","2775","-70","-2.46","2845","2845","2710","11876","32476010","42715042200","15392808"
"083500","에프엔에스테크","벤처기업부","8020","70","0.88","8130","8130","7700","12902","101280270","68777290440","8575722"
"054940","엑사이엔씨","중견기업부","699","2","0.29","697","707","688","52068","36205057","23188310052","33173548"
"950130","엑세스바이오","외국기업(소속부없음)","5190","130","2.57","5080","5240","4985","111530","572139525","195807448080","37727832"
"373110","엑셀세라퓨틱스","기술성장기업부","4065","175","4.50","3770","4280","3770","603583","2444371065","44383548030","10918462"
"205100","엑셈","우량기업부","1917","63","3.40","1845","1932","1842","359398","676425758","137953897227","71963431"
"356680","엑스게이트","벤처기업부","10390","660","6.78","9920","10400","9900","4373649","44577912200","296566881880","28543492"
"070300","엑스큐어","벤처기업부","2945","85","2.97","3160","3290","2815","148517","448450290","29239497290","9928522"
"317770","엑스페릭스","벤처기업부","2870","5","0.17","2855","2930","2805","109744","312635385","68161372090","23749607"
"373200","엑스플러스","투자주의환기종목(소속부없음)","641","-1","-0.16","637","645","611","705877","442500272","48527326137","75705657"
"069920","엑시온그룹","중견기업부","903","-12","-1.31","907","912","880","37312","33407728","31780286748","35194116"
"092870","엑시콘","우량기업부","10600","-110","-1.03","10650","10680","10390","99032","1043204080","138338448200","13050797"
"317870","엔바이오니아","기술성장기업부","14090","450","3.30","13630","14200","13630","5065","70334280","119860107500","8506750"
"067570","엔브이에이치코리아","우량기업부","2310","-10","-0.43","2280","2335","2270","111398","256558635","97412700000","42170000"
"236810","엔비티","기술성장기업부","3105","5","0.16","3045","3145","3045","30625","94487650","52708697730","16975426"
"333620","엔시스","벤처기업부","7650","230","3.10","7300","7650","7300","9126","68705410","80756031600","10556344"
"101400","엔시트론","중견기업부","397","5","1.28","392","400","387","37218","14615641","24678477961","62162413"
"078860","엔에스이엔엠","중견기업부","7990","40","0.50","7840","7990","7660","14646","113974060","84143121460","10531054"
"422040","엔에이치스팩23호","관리종목(소속부없음)","2115","5","0.24","2110","2115","2110","14086","29723060","15143400000","7160000"
"437780","엔에이치스팩24호","SPAC(소속부없음)","2080","5","0.24","2075","2080","2070","7339","15213600","10462400000","5030000"
"438580","엔에이치스팩25호","SPAC(소속부없음)","2090","5","0.24","2135","2135","2080","5196","10859510","6311800000","3020000"
"439410","엔에이치스팩26호","SPAC(소속부없음)","2070","0","0.00","2070","2075","2070","6782","14038760","18216000000","8800000"
"440820","엔에이치스팩27호","SPAC(소속부없음)","2065","0","0.00","2060","2070","2055","13990","28822215","16107000000","7800000"
"451700","엔에이치스팩29호","SPAC(소속부없음)","1979","13","0.66","1979","1982","1979","31","61364","28398650000","14350000"
"466910","엔에이치스팩30호","SPAC(소속부없음)","1945","0","0.00","1949","1949","1935","47545","92618968","17699500000","9100000"
"481890","엔에이치스팩31호","SPAC(소속부없음)","1974","16","0.82","1978","1978","1962","799","1574018","12525030000","6345000"
"265740","엔에프씨","중견기업부","4595","80","1.77","4425","4625","4425","15252","69182305","41041621000","8931800"
"354200","엔젠바이오","기술성장기업부","1642","65","4.12","1585","1663","1569","254783","416499676","32410590728","19738484"
"455900","엔젤로보틱스","기술성장기업부","23050","1400","6.47","21400","23150","21400","216212","4907803250","344491032050","14945381"
"419080","엔젯","기술성장기업부","9180","220","2.46","8940","9250","8800","3979","35808180","96798298860","10544477"
"208860","엔지스테크널러지","투자주의환기종목(소속부없음)","2205","0","0.00","0","0","0","0","0","67316270805","30528921"
"183490","엔지켐생명과학","기술성장기업부","1425","107","8.12","1347","1449","1325","975307","1367349686","121218425850","85065562"
"182400","엔케이맥스","관리종목(소속부없음)","2020","0","0.00","0","0","0","0","0","172748038620","85518831"
"348370","엔켐","벤처기업부","132900","12400","10.29","120500","136500","118100","413120","53808985000","2805548902500","21110225"
"069410","엔텔스","벤처기업부","3785","-85","-2.20","3785","3830","3780","11675","44305480","38776658840","10244824"
"227950","엔투텍","중견기업부","435","5","1.16","422","435","421","181646","77688145","45055355550","103575530"
"291230","엔피","중견기업부","1913","24","1.27","1859","1935","1859","99877","191009070","84355217575","44095775"
"198080","엔피디","중견기업부","2395","85","3.68","2310","2395","2295","35465","83675045","51576768075","21535185"
"048830","엔피케이","중견기업부","1081","-2","-0.18","1072","1083","1053","10262","10880331","20240560763","18723923"
"096870","엘디티","벤처기업부","2480","-10","-0.40","2510","2565","2465","8324","20661045","16562432000","6678400"
"290650","엘앤씨바이오","우량기업부","24100","1050","4.56","23200","24150","22850","163821","3904308550","546705873100","22684891"
"156100","엘앤케이바이오","벤처기업부","6630","110","1.69","6500","6830","6500","17018","113364360","132180606090","19936743"
"073110","엘엠에스","벤처기업부","6300","-20","-0.32","6160","6390","6160","5990","37823080","56043256500","8895755"
"083310","엘오티베큠","우량기업부","8350","20","0.24","8230","8420","8200","20659","171588110","148713775550","17810033"
"037950","엘컴텍","중견기업부","1020","22","2.20","999","1036","999","475828","483897244","86136469380","84447519"
"170920","엘티씨","벤처기업부","8790","-10","-0.11","8800","8940","8600","17282","151941850","86191399800","9805620"
"058630","엠게임","우량기업부","5170","-40","-0.77","5210","5240","5160","54757","283890710","101041844090","19543877"
"058970","엠로","기술성장기업부","64500","3300","5.39","60300","65300","60300","106089","6730306100","784049745000","12155810"
"019590","엠벤처투자","관리종목(소속부없음)","921","0","0.00","0","0","0","0","0","104963185182","113966542"
"169330","엠브레인","중견기업부","1995","0","0.00","2075","2075","1990","2381","4751793","36422551410","18256918"
"373170","엠아이큐브솔루션","벤처기업부","6890","90","1.32","6750","7000","6610","4302","29375080","34711337700","5037930"
"179290","엠아이텍","우량기업부","8120","240","3.05","7880","8130","7800","66822","537071970","262809305360","32365678"
"009780","엠에스씨","우량기업부","5520","40","0.73","5480","5520","5430","53500","293436710","97152000000","17600000"
"123040","엠에스오토텍","우량기업부","2390","10","0.42","2300","2440","2300","122965","290816500","165321589070","69172213"
"432980","엠에프씨","기술성장기업부","5830","-320","-5.20","5980","6650","5430","2829234","17299716930","50089855860","8591742"
"323230","엠에프엠코리아","관리종목(소속부없음)","161","0","0.00","0","0","0","0","0","6967193212","43274492"
"413390","엠오티","중견기업부","5940","220","3.85","5660","5980","5620","46958","274625430","68786269200","11580180"
"032790","엠젠솔루션","벤처기업부","947","5","0.53","936","947","908","54113","49968669","41088647181","43388223"
"033160","엠케이전자","중견기업부","6580","60","0.92","6580","6620","6480","14634","96055320","145196457980","22066331"
"347890","엠투아이","벤처기업부","5430","110","2.07","5310","5450","5260","7934","42656220","91838697720","16913204"
"033310","엠투엔","중견기업부","1777","-5","-0.28","1782","1800","1776","15258","27132346","71688144487","40342231"
"259630","엠플러스","중견기업부","7700","250","3.36","7380","7760","7150","26007","195418730","94574495400","12282402"
"105550","엣지파운드리","중견기업부","2525","-70","-2.70","2510","2605","2495","109537","276455405","144650616825","57287373"
"060850","영림원소프트랩","벤처기업부","5170","10","0.19","5220","5230","5160","14857","77125210","42037270000","8131000"
"143540","영우디에스피","벤처기업부","662","-21","-3.07","683","690","662","17001","11511303","29525130490","44599895"
"036560","영풍정밀","우량기업부","12540","20","0.16","12700","12710","12300","19717","247902100","197505000000","15750000"
"265560","영화테크","우량기업부","6580","-140","-2.08","6730","6750","6490","21749","142913020","70341384400","10690180"
"036000","예림당","중견기업부","1876","36","1.96","1800","1897","1800","61482","115128523","43212303652","23034277"
"250930","예선테크","벤처기업부","456","44","10.68","413","458","413","267292","117829235","15048200640","33000440"
"053280","예스24","우량기업부","4585","5","0.11","4575","4730","4535","194788","908053390","114625000000","25000000"
"122640","예스티","벤처기업부","9820","190","1.97","9630","9900","9410","86908","840950250","205533660560","20930108"
"900300","오가닉티코스메틱","외국기업(소속부없음)","461","7","1.54","452","468","452","186749","86033591","22501060562","48809242"
"045060","오공","우량기업부","2535","50","2.01","2485","2565","2475","16621","42044245","42947904090","16941974"
"080520","오디텍","벤처기업부","3005","-35","-1.15","3000","3035","2975","5553","16610015","35298560045","11746609"
"039830","오로라","우량기업부","5980","20","0.34","5890","6050","5890","2095","12542630","64362082200","10762890"
"322310","오로스테크놀로지","벤처기업부","16090","70","0.44","15990","16090","15400","25010","394215940","150707660780","9366542"
"046120","오르비텍","중견기업부","1922","14","0.73","1912","1926","1892","39728","75838167","52757912092","27449486"
"014940","오리엔탈정공","우량기업부","5210","-130","-2.43","5270","5440","5160","1099199","5754209490","237438773810","45573661"
"065500","오리엔트정공","중견기업부","6630","810","13.92","5950","6900","5820","31159427","202236065610","210455506560","31742912"
"010470","오리콤","우량기업부","6920","310","4.69","6530","6920","6530","20389","138923030","82867346000","11975050"
"417860","오브젠","기술성장기업부","8080","-140","-1.70","8180","8180","8020","4822","38988910","35799361120","4430614"
"352910","오비고","기술성장기업부","6290","50","0.80","6150","6300","5830","13796","85279450","79491774580","12637802"
"053980","오상자이엘","우량기업부","3360","115","3.54","3175","3360","3175","17417","57550815","63782150880","18982783"
"036220","오상헬스케어","벤처기업부","11390","380","3.45","11010","11480","11000","23431","265457110","165034448240","14489416"
"052420","오성첨단소재","중견기업부","1422","40","2.89","1360","1438","1360","641939","905964847","122740203024","86315192"
"052300","오션인더블유","중견기업부","300","0","0.00","0","0","0","0","0","50595429900","168651433"
"039200","오스코텍","벤처기업부","24350","900","3.84","23450","24850","23200","159740","3879133000","931330910600","38247676"
"226400","오스테오닉","기술성장기업부","6500","260","4.17","6230","6600","6190","534905","3472620990","134300406500","20661601"
"031510","오스템","중견기업부","1231","-13","-1.05","1231","1244","1227","8623","10646657","34468000000","28000000"
"368970","오에스피","벤처기업부","2765","100","3.75","2630","3460","2630","5215814","16848451335","25842132400","9346160"
"138080","오이솔루션","벤처기업부","10430","110","1.07","10330","10430","10050","18301","186485400","110809310850","10624095"
"080580","오킨스전자","우량기업부","4430","10","0.23","4350","4475","4340","20837","92100795","78319290140","17679298"
"067170","오텍","중견기업부","3220","-20","-0.62","3195","3390","3150","19518","62800945","49560968100","15391605"
"353590","오토앤","중견기업부","4265","195","4.79","4050","4285","4050","23475","99084625","54914306050","12875570"
"173130","오파스넷","우량기업부","8440","910","12.08","7580","8440","7570","1503489","12140866210","110112232120","13046473"
"440320","오픈놀","기술성장기업부","5970","210","3.65","5630","6010","5590","81633","476086190","58535850000","9805000"
"049480","오픈베이스","우량기업부","2400","45","1.91","2335","2400","2210","336437","794806880","75413719200","31422383"
"394280","오픈엣지테크놀로지","기술성장기업부","13930","810","6.17","13120","14190","12820","289044","3943918280","304701435010","21873757"
"309930","오하임앤컴퍼니","중견기업부","2170","-20","-0.91","2160","2235","2160","8575","18818550","46201448300","21290990"
"476060","온코닉테라퓨틱스","기술성장기업부","16340","630","4.01","15410","16940","15410","1105477","18135424820","176536706400","10803960"
"382150","온코크로스","기술성장기업부","6340","-160","-2.46","6290","6710","6290","383374","2478037300","75179320580","11857937"
"244460","올리패스","관리종목(소속부없음)","5190","460","9.73","4730","5300","4580","153199","767840405","20910888870","4029073"
"226950","올릭스","기술성장기업부","19260","2240","13.16","16980","19540","16950","515506","9634209750","355531375980","18459573"
"057540","옴니시스템","중견기업부","735","10","1.38","724","745","700","209859","151604784","45165275925","61449355"
"131030","옵투스제약","우량기업부","6100","-70","-1.13","6180","6260","6020","276772","1690729030","98534288200","16153162"
"082210","옵트론텍","중견기업부","1673","44","2.70","1630","1675","1630","16217","26966320","55530841702","33192374"
"109080","옵티시스","벤처기업부","8930","460","5.43","8600","8960","8400","77018","674178840","50329480000","5636000"
"380540","옵티코어","벤처기업부","1288","-4","-0.31","1290","1303","1255","113878","145791759","38356119648","29779596"
"153710","옵티팜","기술성장기업부","4645","125","2.77","4515","4650","4400","4008","18065085","68141954910","14669958"
"432430","와이랩","기술성장기업부","4250","140","3.41","4155","4250","4050","18678","78402660","69871360000","16440320"
"338840","와이바이오로직스","기술성장기업부","7690","460","6.36","7130","7740","7130","53119","402029500","113677548040","14782516"
"122990","와이솔","우량기업부","5100","-10","-0.20","5050","5150","5030","27561","140119720","141124818300","27671533"
"232140","와이씨","우량기업부","10210","-150","-1.45","10210","10410","10070","450537","4615792890","837683023500","82045350"
"112290","와이씨켐","기술성장기업부","13060","210","1.63","12850","13090","12300","45529","582648490","132043717700","10110545"
"065530","와이어블","중견기업부","1298","16","1.25","1282","1305","1282","7788","10055529","68612280000","52860000"
"067900","와이엔텍","우량기업부","6130","190","3.20","5940","6130","5860","27218","163543680","111563909670","18199659"
"007530","와이엠","중견기업부","2410","-20","-0.82","2410","2430","2395","5936","14313720","46210429320","19174452"
"155650","와이엠씨","우량기업부","3340","5","0.15","3335","3355","3265","9017","30051360","65044355720","19474358"
"273640","와이엠텍","벤처기업부","10390","140","1.37","10250","10450","10010","8166","84170830","113936740000","10966000"
"251370","와이엠티","벤처기업부","9790","-110","-1.11","9780","10010","9410","41433","399720400","159718602560","16314464"
"066430","와이오엠","투자주의환기종목(소속부없음)","540","7","1.31","533","547","531","73406","39248421","21142877040","39153476"
"209640","와이제이링크","벤처기업부","12350","100","0.82","12140","12550","11860","280301","3434745150","175636426550","14221573"
"273060","와이즈버즈","중견기업부","723","10","1.40","717","723","704","60577","43216275","36482277786","50459582"
"019210","와이지-원","우량기업부","5120","0","0.00","5110","5150","5060","25530","130172800","171897953280","33573819"
"122870","와이지엔터테인먼트","우량기업부","45800","650","1.44","44900","46300","43900","117238","5359454300","856050044200","18691049"
"332570","와이팜","벤처기업부","2760","135","5.14","2620","2795","2585","440901","1184470465","116565426000","42233850"
"079000","와토스코리아","중견기업부","5310","120","2.31","5180","5310","5060","9348","47906320","38232000000","7200000"
"403490","우듬지팜","벤처기업부","1443","34","2.41","1410","1465","1396","296065","422599297","65241585552","45212464"
"032820","우리기술","우량기업부","1666","10","0.60","1640","1672","1621","1851001","3068508767","268039954448","160888328"
"041190","우리기술투자","우량기업부","6920","-190","-2.67","6940","7140","6880","792442","5542886720","581280000000","84000000"
"115440","우리넷","벤처기업부","8750","120","1.39","8530","9270","8310","5374158","47243839630","94099591250","10754239"
"046970","우리로","벤처기업부","1434","23","1.63","1411","1460","1382","3898652","5581754396","62845048566","43824999"
"082850","우리바이오","우량기업부","2640","70","2.72","2540","2655","2540","339262","888189650","127925365920","48456578"
"215360","우리산업","벤처기업부","9990","100","1.01","9890","9990","9770","3472","34393170","91230308370","9132163"
"072470","우리산업홀딩스","중견기업부","2400","0","0.00","2380","2400","2305","12557","29705730","45329618400","18887341"
"073560","우리손에프앤지","우량기업부","1249","-4","-0.32","1265","1265","1242","61160","76397994","86477816107","69237643"
"037400","우리엔터프라이즈","우량기업부","1042","-11","-1.04","1053","1053","1037","24710","25700800","27324726532","26223346"
"153490","우리이앤엘","우량기업부","711","21","3.04","675","718","670","34062","23794666","36602280000","51480000"
"101170","우림피티에스","우량기업부","4760","90","1.93","4580","4800","4580","54486","257636945","64260000000","13500000"
"066590","우수AMS","중견기업부","3020","25","0.83","2965","3020","2830","60033","179571885","118000774080","39073104"
"103840","우양","중견기업부","3230","-95","-2.86","3385","3415","3205","351645","1151027140","52863562440","16366428"
"046940","우원개발","중견기업부","2435","50","2.10","2595","2600","2355","380486","935176170","44011042250","18074350"
"215380","우정바이오","벤처기업부","1700","76","4.68","1624","1700","1601","70998","117463855","28610279200","16829576"
"065680","우주일렉트로","우량기업부","16900","860","5.36","16050","17650","16050","234413","3920890910","161057000000","9530000"
"018620","우진비앤지","중견기업부","885","-5","-0.56","880","904","870","44897","39850643","25567024305","28889293"
"457550","우진엔텍","중견기업부","14090","220","1.59","13850","14230","13830","67018","941907970","130633166510","9271339"
"396470","워트","중견기업부","7530","20","0.27","7490","7550","7320","52858","395298080","121383600000","16120000"
"307280","원바이오젠","벤처기업부","1148","24","2.14","1100","1148","1100","37377","41794265","42428946924","36959013"
"032940","원익","우량기업부","3385","-65","-1.88","3340","3500","3340","174411","596758540","61584083550","18193230"
"240810","원익IPS","우량기업부","22350","200","0.90","21850","22450","21600","75249","1663636350","1097025187350","49083901"
"074600","원익QnC","우량기업부","17820","-50","-0.28","17950","17950","17620","147053","2616606670","468452160000","26288000"
"104830","원익머트리얼즈","우량기업부","17240","-80","-0.46","17150","17530","17020","12377","213634080","217361920000","12608000"
"014190","원익큐브","우량기업부","1429","8","0.56","1411","1438","1410","102148","145709171","50586465674","35399906"
"217820","원익피앤이","우량기업부","2235","0","0.00","2220","2265","2195","46987","104749580","106060939365","47454559"
"030530","원익홀딩스","우량기업부","2550","235","10.15","2295","2670","2265","11514052","29263161715","196956851550","77237981"
"012620","원일특강","우량기업부","7150","-50","-0.69","7200","7210","7140","1407","10075840","31460000000","4400000"
"382840","원준","중견기업부","9480","300","3.27","9060","9500","9000","42844","401813490","144774587880","15271581"
"336570","원텍","기술성장기업부","4395","115","2.69","4205","4450","4200","272774","1193693835","392652020505","89340619"
"376980","원티드랩","기술성장기업부","5630","200","3.68","5380","5690","5350","36736","203899040","54920616220","9754994"
"008370","원풍","우량기업부","3980","-70","-1.73","4050","4100","3965","26781","107147630","47760000000","12000000"
"008290","원풍물산","중견기업부","453","-1","-0.22","454","461","441","68668","30959998","18434236587","40693679"
"101160","월덱스","우량기업부","16940","440","2.67","16500","17010","16130","75491","1244357200","279696221420","16510993"
"336060","웨이버스","벤처기업부","1230","29","2.41","1180","1265","1180","214151","261709187","59230896000","48155200"
"095270","웨이브일렉트로","벤처기업부","3825","25","0.66","3800","3870","3800","4963","18983120","57265054200","14971256"
"289930","웨이비스","기술성장기업부","7060","80","1.15","6950","7190","6890","119830","848015650","88388326580","12519593"
"065950","웰크론","중견기업부","2150","30","1.42","2110","2535","2085","5436117","12801377795","60697299300","28231302"
"076080","웰크론한텍","중견기업부","1038","18","1.76","991","1144","991","189593","202786046","23452733928","22594156"
"043590","웰킵스하이텍","중견기업부","860","118","15.90","782","940","752","9020839","7869920667","23337615320","27136762"
"196700","웹스","벤처기업부","1160","-26","-2.19","1160","1195","1139","189312","219439938","16662407040","14364144"
"069080","웹젠","우량기업부","13710","-220","-1.58","13900","13990","13610","57627","794227340","479176619640","34950884"
"053580","웹케시","우량기업부","9770","190","1.98","9460","9910","9180","170354","1636857150","133226142960","13636248"
"071460","위니아","관리종목(소속부없음)","613","0","0.00","0","0","0","0","0","22047951835","35967295"
"377460","위니아에이드","투자주의환기종목(소속부없음)","1691","0","0.00","0","0","0","0","0","26030247855","15393405"
