종목코드,종목명,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"072870","메가스터디","우량기업부","10690","-180","-1.66","10890","10910","10690","44829","486118660","127435051710","11920959"
"215200","메가스터디교육","우량기업부","43800","1150","2.70","43000","45400","42650","35075","1549217100","502033629000","11461955"
"133750","메가엠디","중견기업부","2045","-5","-0.24","2030","2070","2000","72260","146859185","47867472465","23407077"
"446540","메가터치","중견기업부","3090","85","2.83","3005","3090","2995","21041","64400360","64182390000","20771000"
"235980","메드팩토","기술성장기업부","4435","215","5.09","4220","4445","4180","62326","273640490","152010161635","34275121"
"041920","메디아나","우량기업부","4790","140","3.01","4505","4820","4505","10974","51499045","89085488170","18598223"
"014100","메디앙스","중견기업부","2605","-20","-0.76","2575","2690","2480","39407","102198475","30739000000","11800000"
"054180","메디콕스","투자주의환기종목(소속부없음)","320","6","1.91","314","325","304","176315","55597507","18841050560","58878283"
"086900","메디톡스","우량기업부","124800","1100","0.89","124600","126500","122800","18495","2316802700","910852425600","7298497"
"078160","메디포스트","벤처기업부","11520","1260","12.28","10180","11930","10000","686594","7694243610","394188883200","34217785"
"408920","메쎄이상","벤처기업부","1980","-35","-1.74","2015","2025","1980","19978","39785590","85600260900","43232455"
"021880","메이슨캐피탈","중견기업부","278","-13","-4.47","293","296","275","635851","180727846","42307265424","152184408"
"140410","메지온","중견기업부","30850","50","0.16","30500","31400","30500","44655","1383060750","924368946450","29963337"
"241770","메카로","벤처기업부","8340","-20","-0.24","8360","8360","8060","5108","42143400","85006617600","10192640"
"059210","메타바이오메드","우량기업부","3710","120","3.34","3590","3730","3575","136380","501856210","88529322210","23862351"
"058110","멕아이씨에스","기술성장기업부","1937","37","1.95","1901","1942","1882","30820","59064963","31089876610","16050530"
"434480","모니터랩","기술성장기업부","3280","65","2.02","3105","3290","3105","69579","223301880","40190824000","12253300"
"080420","모다이노칩","중견기업부","2025","15","0.75","1998","2025","1979","14513","29124899","161436284550","79721622"
"417970","모델솔루션","중견기업부","8900","400","4.71","8500","9300","8440","86490","761224110","56930630000","6396700"
"080160","모두투어","우량기업부","9700","-70","-0.72","9300","9760","9280","71420","680976700","183330000000","18900000"
"087260","모바일어플라이언스","벤처기업부","2015","25","1.26","1990","2025","1970","49316","98836552","65594014915","32552861"
"101330","모베이스","우량기업부","2730","25","0.92","2665","2770","2665","10437","28470205","63191389170","23147029"
"012860","모베이스전자","우량기업부","1361","17","1.26","1359","1375","1346","54798","74700127","99670734977","73233457"
"363260","모비데이즈","벤처기업부","1688","48","2.93","1781","1842","1688","1714026","3001361378","54292442072","32163769"
"348030","모비릭스","우량기업부","5090","30","0.59","5020","5230","5010","1242","6349230","48883342000","9603800"
"250060","모비스","기술성장기업부","2730","10","0.37","2660","2795","2660","283353","778002270","87827687220","32171314"
"288980","모아데이타","기술성장기업부","1250","36","2.97","1228","1250","1205","113853","140276277","43195702500","34556562"
"142760","모아라이프플러스","기술성장기업부","1209","37","3.16","1172","1233","1126","56088","66276451","45621386499","37734811"
"033200","모아텍","투자주의환기종목(소속부없음)","2940","35","1.20","2875","3075","2865","1050","3084965","42133683900","14331185"
"333050","모코엠시스","벤처기업부","1250","-1","-0.08","1251","1260","1238","45624","56806468","30574157500","24459326"
"118990","모트렉스","우량기업부","9490","240","2.59","9250","9510","9150","102915","963384000","235940285100","24861990"
"006920","모헨즈","벤처기업부","2930","-100","-3.30","2990","3010","2930","18827","55876120","31995600000","10920000"
"001810","무림SP","중견기업부","1610","14","0.88","1582","1626","1547","29746","47363307","35641375000","22137500"
"279600","미디어젠","관리종목(소속부없음)","11300","0","0.00","0","0","0","0","0","52938025300","4684781"
"095500","미래나노텍","우량기업부","7620","70","0.93","7460","7680","7290","87631","664703080","236296192380","31009999"
"254490","미래반도체","중견기업부","10840","150","1.40","10450","10850","10410","21013","224141120","156507920000","14438000"
"218150","미래생명자원","벤처기업부","3835","65","1.72","3730","3860","3675","49467","188233220","78294600670","20415802"
"442900","미래에셋드림스팩1호","SPAC(소속부없음)","9950","10","0.10","9940","9950","9930","2397","23840690","76416000000","7680000"
"100790","미래에셋벤처투자","우량기업부","4580","35","0.77","4485","4800","4470","527021","2442342130","243310823720","53124634"
"412930","미래에셋비전스팩1호","SPAC(소속부없음)","2695","0","0.00","0","0","0","0","0","16644320000","6176000"
"446190","미래에셋비전스팩2호","SPAC(소속부없음)","2155","0","0.00","0","0","0","0","0","10667250000","4950000"
"448830","미래에셋비전스팩3호","SPAC(소속부없음)","2095","0","0.00","2095","2095","2085","7466","15628640","10307400000","4920000"
"477380","미래에셋비전스팩4호","SPAC(소속부없음)","1977","21","1.07","1980","1980","1960","2553","5042299","16013700000","8100000"
"477470","미래에셋비전스팩5호","SPAC(소속부없음)","2015","-25","-1.23","2035","2035","2000","34877","70253690","11042200000","5480000"
"478440","미래에셋비전스팩6호","SPAC(소속부없음)","1965","-12","-0.61","1970","1979","1963","29632","58231956","13617450000","6930000"
"482680","미래에셋비전스팩7호","SPAC(소속부없음)","1955","0","0.00","1950","1971","1950","5425","10613586","16060325000","8215000"
"049950","미래컴퍼니","우량기업부","19660","560","2.93","19110","19790","19110","49095","960478030","173359599440","8817884"
"207760","미스터블루","중견기업부","1124","23","2.09","1101","1133","1090","101134","113409801","93381676092","83079783"
"059090","미코","중견기업부","8020","100","1.26","7920","8090","7660","74585","593721250","268002559560","33416778"
"214610","미코바이오메드","기술성장기업부","1397","66","4.96","1344","1429","1335","846016","1175717593","60865816165","43568945"
"201490","미투온","우량기업부","1790","10","0.56","1762","1800","1751","39701","70890917","54398264680","30390092"
"452200","민테크","기술성장기업부","4790","105","2.24","4630","4820","4605","86999","412569375","106157417000","22162300"
"418470","밀리의서재","벤처기업부","14400","300","2.13","13820","14610","13820","31195","444950920","122389761600","8499289"
"206640","바디텍메드","우량기업부","16780","1340","8.68","15400","16940","15380","183534","3027298600","394104476800","23486560"
"018700","바른손","중견기업부","1033","-27","-2.55","1058","1073","1012","59124","61260178","36278708981","35119757"
"035620","바른손이앤에이","중견기업부","416","10","2.46","413","420","400","62029","25105587","30966904800","74439675"
"053030","바이넥스","우량기업부","18340","1500","8.91","16740","18680","16730","1140587","20840948410","599428007920","32684188"
"301300","바이브컴퍼니","기술성장기업부","3740","100","2.75","3510","3785","3510","17839","65144265","46356780140","12394861"
"064550","바이오니아","우량기업부","18850","320","1.73","18300","19110","18260","69859","1318748530","486523985350","25810291"
"314930","바이오다인","기술성장기업부","16100","600","3.87","15210","16210","15210","125621","2003801930","479202058300","29764103"
"208710","바이오로그디바이스","중견기업부","435","2","0.46","431","446","415","466947","202917591","28666788840","65900664"
"086820","바이오솔루션","기술성장기업부","21500","1500","7.50","20000","21750","19970","59719","1270490470","175083659000","8143426"
"038460","바이오스마트","우량기업부","3080","-25","-0.81","3015","3120","3015","37682","116535620","80586469040","26164438"
"251120","바이오에프디엔씨","기술성장기업부","13820","400","2.98","13210","13900","13210","16573","227072630","120174574000","8695700"
"199730","바이오인프라","벤처기업부","6400","110","1.75","6060","6450","6060","9363","58958420","31131948800","4864367"
"086040","바이오톡스텍","벤처기업부","3335","235","7.58","3100","3345","3100","29466","95817355","53220753745","15958247"
"099430","바이오플러스","중견기업부","7310","-40","-0.54","7190","7400","7110","457199","3327328140","423474615840","57930864"
"032980","바이온","중견기업부","570","-65","-10.24","628","628","562","631613","368643590","25523454300","44777990"
"308080","바이젠셀","기술성장기업부","2500","105","4.38","2450","2565","2395","61598","155130520","48159350000","19263740"
"043150","바텍","우량기업부","18880","80","0.43","18970","18970","18790","18489","348874030","280448353280","14854256"
"323990","박셀바이오","기술성장기업부","10430","400","3.99","10040","10530","10000","92064","957440280","239819076000","22993200"
"267790","배럴","중견기업부","4630","-130","-2.73","4805","4805","4620","10962","51304900","36523755000","7888500"
"046310","백금T&A","중견기업부","2195","-10","-0.45","2205","2210","2170","26466","57990145","36038916995","16418641"
"331520","밸로프","중견기업부","603","6","1.01","591","609","565","158540","94445377","30671227170","50864390"
"199480","뱅크웨어글로벌","기술성장기업부","6490","-170","-2.55","6400","6650","6300","266785","1724609270","65559630620","10101638"
"438700","버넥트","기술성장기업부","2855","5","0.18","2900","2900","2850","6758","19353725","31818660950","11144890"
"066410","버킷스튜디오","관리종목(소속부없음)","1153","0","0.00","0","0","0","0","0","99670679144","86444648"
"382900","범한퓨얼셀","벤처기업부","12830","60","0.47","12620","12980","12620","9712","123702810","112403630000","8761000"
"206400","베노티앤알","중견기업부","2905","-85","-2.84","3000","3070","2880","176298","514140850","108967008990","37510158"
"019010","베뉴지","우량기업부","2045","-5","-0.24","2050","2060","2015","78272","158856180","98569000000","48200000"
"177350","베셀","투자주의환기종목(소속부없음)","202","0","0.00","0","0","0","0","0","18053152686","89372043"
"457600","벡트","중견기업부","4085","-60","-1.45","4025","4390","4005","999272","4205671765","55995137500","13707500"
"424760","벨로크","벤처기업부","802","12","1.52","790","803","790","9377","7460874","15771331604","19665002"
"225530","보광산업","우량기업부","4705","-135","-2.79","4695","4900","4660","121133","573153230","170973710535","36338727"
"250000","보라티알","우량기업부","9770","40","0.41","9610","9790","9590","33857","328459910","65954661410","6750733"
"310210","보로노이","기술성장기업부","80000","500","0.63","79000","82500","77800","187594","15112919900","1468527360000","18356592"
"006910","보성파워텍","중견기업부","2550","10","0.39","2525","2575","2510","100859","257024400","125281051200","49129824"
"226340","본느","중견기업부","1370","18","1.33","1395","1524","1370","3460429","5027965346","57474815400","41952420"
"014470","부방","중견기업부","1615","91","5.97","1524","1615","1524","348891","550414361","96984399900","60052260"
"008470","부스타","중견기업부","3780","-85","-2.20","3815","3845","3735","6428","24295190","31770144000","8404800"
"338220","뷰노","기술성장기업부","24200","1150","4.99","22600","24200","22500","124819","2955132100","336094851400","13888217"
"100120","뷰웍스","우량기업부","21200","300","1.44","21200","21300","20850","3380","71038700","212039538000","10001865"
"406820","뷰티스킨","벤처기업부","10510","200","1.94","10060","10640","10060","8695","90931960","37142760400","3534040"
"337930","브랜드엑스코퍼레이션","우량기업부","6190","40","0.65","6050","6370","6050","172773","1078207320","181438475930","29311547"
"099390","브레인즈컴퍼니","벤처기업부","5040","55","1.10","4985","5040","4885","4410","22026980","41369746320","8208283"
"064480","브리지텍","벤처기업부","5560","160","2.96","5280","5580","5270","29433","161768810","66455900000","11952500"
"288330","브릿지바이오테라퓨틱스","기술성장기업부","3750","-170","-4.34","3950","3950","3445","1734319","6338629525","189043987500","50411730"
"365900","브이씨","벤처기업부","2710","-15","-0.55","2720","2720","2690","1855","5010195","19810913000","7310300"
"089970","브이엠","우량기업부","6870","30","0.44","6840","6950","6590","30449","204419070","165399337650","24075595"
"251630","브이원텍","우량기업부","3960","110","2.86","3930","3970","3850","20029","78185675","63133828560","15942886"
"018290","브이티","우량기업부","40000","1450","3.76","37900","40350","37800","632900","25005494650","1431920280000","35798007"
"439580","블루엠텍","기술성장기업부","11840","290","2.51","11310","11950","11210","98656","1159441490","132255416640","11170221"
"033560","블루콤","중견기업부","2830","15","0.53","2845","2965","2810","6314","18049580","48393000000","17100000"
"369370","블리츠웨이스튜디오","벤처기업부","1657","34","2.09","1623","1698","1623","1616","2649542","82637756527","49871911"
"126340","비나텍","우량기업부","28500","-300","-1.04","29000","29100","28050","8489","243297150","173425863000","6085118"
"121800","비덴트","관리종목(소속부없음)","3320","0","0.00","0","0","0","0","0","256309348520","77201611"
"082800","비보존 제약","중견기업부","6880","-160","-2.27","7000","7150","6800","888158","6180719320","344720102080","50104666"
"318410","비비씨","중견기업부","7770","0","0.00","7770","7770","7600","3305","25536680","43164238110","5555243"
"419540","비스토스","벤처기업부","1670","-2","-0.12","1650","1693","1636","26467","44207327","38397493370","22992511"
"146320","비씨엔씨","벤처기업부","8060","60","0.75","8000","8360","7930","13153","105714860","103110959380","12792923"
"200780","비씨월드제약","중견기업부","4670","-10","-0.21","4680","4695","4630","3251","15081970","41527433280","8892384"
"413640","비아이매트릭스","벤처기업부","7790","-100","-1.27","7890","7970","7540","35099","269685220","56142062600","7206940"
"141000","비아트론","우량기업부","7160","-110","-1.51","7220","7290","7100","11940","85300580","86741323600","12114710"
"083650","비에이치아이","중견기업부","15440","-220","-1.40","15370","15570","15120","757159","11614986150","477781150000","30944375"
"445360","비엔케이제1호스팩","SPAC(소속부없음)","2055","5","0.24","2050","2055","2045","2568","5264580","8857050000","4310000"
"473370","비엔케이제2호스팩","SPAC(소속부없음)","1975","10","0.51","1979","1979","1966","317","626389","8314750000","4210000"
"065170","비엘팜텍","중견기업부","234","0","0.00","0","0","0","0","0","20819110806","88970559"
"086670","비엠티","우량기업부","7310","-70","-0.95","7360","7620","7230","6135","45176140","66705021940","9125174"
"335890","비올","중견기업부","8050","420","5.50","7550","8100","7540","868927","6930997780","470273956250","58419125"
"230980","비유테크놀러지","관리종목(소속부없음)","229","0","0.00","0","0","0","0","0","21370407553","93320557"
"082920","비츠로셀","우량기업부","21150","550","2.67","20450","21200","20350","51416","1073277600","483747304950","22872213"
"054220","비츠로시스","벤처기업부","535","-2","-0.37","537","550","525","469366","253401084","27370919930","51160598"
"042370","비츠로테크","우량기업부","6730","80","1.20","6570","6790","6560","82336","549629410","176326168250","26200025"
"050090","비케이홀딩스","중견기업부","693","8","1.17","683","728","679","100528","70436959","13710821355","19784735"
"148780","비큐AI","기술성장기업부","967","6","0.62","961","978","960","33918","32751714","30408016075","31445725"
"307870","비투엔","벤처기업부","960","121","14.42","839","985","834","651846","604962669","43485963840","45297879"
"357880","비트나인","기술성장기업부","2280","15","0.66","2290","2410","2255","917942","2141559970","77343774240","33922708"
"032850","비트컴퓨터","벤처기업부","4930","80","1.65","4880","4945","4845","42757","209677105","81952834490","16623293"
"238200","비피도","중견기업부","2945","-100","-3.28","3035","3120","2920","7203","21634580","24090100000","8180000"
"093190","빅솔론","우량기업부","4335","55","1.29","4280","4335","4280","966","4183120","83400653175","19238905"
"065450","빅텍","벤처기업부","4100","90","2.24","4050","4335","4000","799341","3324171665","117476480000","28652800"
"210120","빅텐츠","중견기업부","22750","500","2.25","23000","23000","21500","24363","543081700","71539877500","3144610"
"044480","빌리언스","중견기업부","474","-10","-2.07","484","498","473","45997","22155033","19274607072","40663728"
"069540","빛과전자","벤처기업부","976","5","0.51","971","1001","964","151430","148832859","44932677104","46037579"
"072950","빛샘전자","우량기업부","3525","-115","-3.16","3630","3630","3495","17891","63383120","28385450250","8052610"
"451250","삐아","중견기업부","9560","530","5.87","9030","9580","8970","70219","658707070","96459224120","10089877"
"143240","사람인","우량기업부","17460","-60","-0.34","17310","17650","16750","23031","401270100","204443731980","11709263"
"466410","사이냅소프트","벤처기업부","16490","420","2.61","15940","16640","15640","88915","1458372020","83060509270","5037023"
"452430","사피엔반도체","기술성장기업부","14170","-80","-0.56","13970","14220","13800","49558","694138590","114726753180","8096454"
"419120","산돌","중견기업부","5700","20","0.35","5600","5740","5550","1789","10179000","44313658200","7774326"
"122350","삼기","중견기업부","1215","-20","-1.62","1215","1227","1210","82524","100309518","46582405020","38339428"
"419050","삼기이브이","중견기업부","1699","50","3.03","1630","1713","1623","134073","223632688","97176411760","57196240"
"014970","삼륭물산","중견기업부","3345","-20","-0.59","3340","3345","3330","1146","3829720","50593125000","15125000"
"018310","삼목에스폼","우량기업부","21000","0","0.00","21000","21500","20800","6279","132251800","308700000000","14700000"
"053700","삼보모터스","우량기업부","4220","120","2.93","4050","4265","4040","76639","320626615","96541741800","22877190"
"009620","삼보산업","중견기업부","2515","35","1.41","2480","2570","2340","294763","730361320","37114307700","14757180"
"023600","삼보판지","우량기업부","8170","-60","-0.73","8220","8240","8100","7827","63570920","132108900000","16170000"
"425290","삼성스팩6호","관리종목(소속부없음)","2100","5","0.24","2095","2100","2090","62897","131634815","11592000000","5520000"
"439250","삼성스팩7호","SPAC(소속부없음)","10360","10","0.10","10350","10360","10340","2066","21377670","36280720000","3502000"
"448740","삼성스팩8호","SPAC(소속부없음)","10030","-10","-0.10","10010","10030","10010","1325","13283640","46779920000","4664000"
"468510","삼성스팩9호","SPAC(소속부없음)","1882","-11","-0.58","1893","1904","1878","123069","231992148","20796100000","11050000"
"009300","삼아제약","우량기업부","16710","260","1.58","16500","16740","16210","12411","206366000","106442700000","6370000"
"361670","삼영에스앤씨","기술성장기업부","4565","85","1.90","4480","4580","4215","8981","39653975","25872858770","5667658"
"054540","삼영엠텍","중견기업부","4605","-85","-1.81","4730","4775","4575","92953","430034675","59865000000","13000000"
"065570","삼영이엔씨","벤처기업부","1740","-250","-12.56","1880","2065","1726","1248560","2365114920","27708857940","15924631"
"032280","삼일","중견기업부","2590","-10","-0.38","2580","2590","2475","270370","680491670","41993198100","16213590"
"002290","삼일기업공사","중견기업부","3890","-125","-3.11","3910","4000","3825","81950","317564165","48236000000","12400000"
"037460","삼지전자","우량기업부","8630","-90","-1.03","8600","8710","8430","34896","300151310","140828844860","16318522"
"032750","삼진","우량기업부","4160","100","2.46","4060","4270","4045","29553","122202575","37569467520","9031122"
"054090","삼진엘앤디","중견기업부","721","-25","-3.35","737","740","721","62771","45925474","17995606272","24959232"
"000250","삼천당제약","중견기업부","148500","1500","1.02","146500","152300","144700","461294","68652030400","3483434592000","23457472"
"024950","삼천리자전거","중견기업부","4120","90","2.23","4030","4130","3980","38828","158031295","54687137240","13273577"
"038500","삼표시멘트","우량기업부","2945","-25","-0.84","2970","2985","2940","144935","429040735","317813521170","107916306"
"437730","삼현","기술성장기업부","9220","210","2.33","9320","10150","9050","8079599","77194356120","292343767740","31707567"
"017480","삼현철강","우량기업부","4475","15","0.34","4480","4480","4450","2917","13056185","70270432750","15702890"
"046390","삼화네트웍스","중견기업부","1300","-20","-1.52","1297","1330","1268","290015","375092821","56124812900","43172933"
"027580","상보","우량기업부","1245","23","1.88","1222","1253","1213","373825","463184668","73680692355","59181279"
"038540","상상인","우량기업부","1471","-2","-0.14","1514","1514","1462","13543","19901586","81387948423","55328313"
"452670","상상인제4호스팩","SPAC(소속부없음)","1967","0","0.00","1970","1974","1959","19233","37713017","10267740000","5220000"
"091580","상신이디피","우량기업부","7420","10","0.13","7320","7550","7310","31960","236347360","99637384980","13428219"
"263810","상신전자","중견기업부","2820","20","0.71","2800","2840","2770","20807","58384865","40170104760","14244718"
"089980","상아프론테크","우량기업부","18300","-250","-1.35","18550","18550","17590","72232","1300147580","292599377100","15989037"
"042940","상지건설","중견기업부","4755","90","1.93","4665","4795","4665","4076","19308510","18933525570","3981814"
"042600","새로닉스","우량기업부","9830","130","1.34","9500","9890","9500","4031","39246040","122123732420","12423574"
"107600","새빗켐","벤처기업부","15530","300","1.97","15230","15720","15130","6804","104843160","77363393850","4981545"
"411080","샌즈랩","기술성장기업부","6580","-20","-0.30","6600","6670","6460","106636","700025870","100336038040","15248638"
"252990","샘씨엔에스","기술성장기업부","3920","10","0.26","3950","3950","3860","70400","274914590","228881206960","58388063"
"378800","샤페론","기술성장기업부","3500","345","10.94","3145","3685","3120","4726444","16706050495","105500608500","30143031"
"294630","서남","기술성장기업부","3400","-25","-0.73","3420","3465","3350","194145","661940615","81530160600","23979459"
"038070","서린바이오","우량기업부","7110","90","1.28","6910","7330","6900","121972","871708660","63283806360","8900676"
"006730","서부T&D","우량기업부","5420","-10","-0.18","5480","5520","5360","69452","378545020","357323922660","65926923"
"079650","서산","중견기업부","1235","18","1.48","1217","1235","1181","3273","3978857","24700000000","20000000"
"100660","서암기계공업","중견기업부","3620","105","2.99","3515","3625","3485","18156","64485315","45612000000","12600000"
"019770","서연탑메탈","우량기업부","3390","20","0.59","3370","3390","3330","6021","20151495","39493500000","11650000"
"043710","서울리거","중견기업부","560","31","5.86","529","650","529","408046","239017948","28111372800","50198880"
"092190","서울바이오시스","중견기업부","3060","-115","-3.62","3070","3165","3050","132202","405983425","140357251980","45868383"
"046890","서울반도체","우량기업부","7300","-300","-3.95","7470","7570","7300","421130","3127614300","425629420000","58305400"
"063170","서울옥션","우량기업부","6780","110","1.65","6630","6870","6580","37366","252244650","120509530260","17774267"
"027040","서울전자통신","중견기업부","228","1","0.44","227","234","224","92191","21050292","15866257116","69588847"
"018680","서울제약","벤처기업부","3310","10","0.30","3220","3335","3220","2504","8215235","38592345890","11659319"
"093920","서원인텍","우량기업부","5470","-60","-1.08","5470","5520","5450","12097","66325880","101742000000","18600000"
"189860","서전기전","벤처기업부","3865","15","0.39","3850","3890","3510","34018","129842345","37485784700","9698780"
"178320","서진시스템","우량기업부","26850","900","3.47","25900","27000","25700","340601","9046023100","1510257564900","56247954"
"122690","서진오토모티브","우량기업부","1916","1","0.05","1900","1924","1881","10131","19272789","41853889560","21844410"
"140070","서플러스글로벌","우량기업부","2555","50","2.00","2535","2555","2470","22919","57811045","94504340000","36988000"
"011370","서한","우량기업부","850","-5","-0.58","855","872","845","191949","163893539","85760635250","100894865"
"065710","서호전기","우량기업부","20650","-100","-0.48","20750","21300","20650","8178","170227600","106347500000","5150000"
"035890","서희건설","우량기업부","1595","1","0.06","1587","1614","1581","649810","1040788363","366544488915","229808457"
"357550","석경에이티","기술성장기업부","39300","1800","4.80","37300","39300","37250","2717","103744250","214381500000","5455000"
"003100","선광","우량기업부","14490","-50","-0.34","14540","14550","14410","4631","67128990","95634000000","6600000"
"067370","선바이오","기술성장기업부","6950","140","2.06","6790","7130","6790","5650","38757950","85579207250","12313555"
"171090","선익시스템","중견기업부","41650","800","1.96","40500","42200","40300","41304","1710103000","395441968250","9494405"
"086710","선진뷰티사이언스","중견기업부","9050","140","1.57","8910","9120","8780","41187","370604500","110439684000","12203280"
"014620","성광벤드","우량기업부","23250","100","0.43","23350","24100","23000","337115","7891747150","649338717750","27928547"
"037350","성도이엔지","우량기업부","4900","115","2.40","4785","4970","4780","27298","134133745","75803000000","15470000"
"458650","성우","벤처기업부","17010","360","2.16","16540","17160","16450","30018","509867950","255926846700","15045670"
"081580","성우전자","우량기업부","3575","65","1.85","3510","3610","3470","19560","69363950","55441611225","15508143"
"045300","성우테크론","중견기업부","2520","45","1.82","2475","2520","2475","3771","9395775","25581989160","10151583"
"015750","성우하이텍","우량기업부","4965","30","0.61","4870","5030","4865","146730","729289045","397200000000","80000000"
"365340","성일하이텍","기술성장기업부","35500","250","0.71","34200","36500","34200","22300","799526650","431254000000","12148000"
"080470","성창오토텍","중견기업부","3575","-10","-0.28","3585","3585","3550","2772","9890775","26097500000","7300000"
"043260","성호전자","우량기업부","1121","-5","-0.44","1081","1145","1081","274570","308363931","68383453869","61002189"
"148150","세경하이테크","우량기업부","8250","-400","-4.62","8510","8830","8170","635995","5300266610","295848539250","35860429"
"188260","세니젠","기술성장기업부","2555","-105","-3.95","2660","2685","2555","15477","40677695","18468740850","7228470"
"053060","세동","중견기업부","992","3","0.30","989","995","986","15887","15720329","17516159648","17657419"
"340440","세림B&G","벤처기업부","1135","5","0.44","1130","1140","1109","14021","15834122","32209443140","28378364"
"017510","세명전기","중견기업부","4560","90","2.01","4420","4560","4395","114330","514100300","69521760000","15246000"
"011560","세보엠이씨","우량기업부","10100","120","1.20","9890","10180","9870","28673","287256510","106353000000","10530000"
"396300","세아메카닉스","벤처기업부","2300","-10","-0.43","2255","2345","2255","55162","128038700","60925850000","26489500"
"100700","세운메디칼","우량기업부","2465","0","0.00","2470","2500","2410","24685","60899465","107967000000","43800000"
"024830","세원물산","우량기업부","5780","-60","-1.03","5840","6030","5780","3159","18510060","48263000000","8350000"
"258830","세종메디칼","관리종목(소속부없음)","412","0","0.00","0","0","0","0","0","22983976612","55786351"
"036630","세종텔레콤","우량기업부","398","0","0.00","400","403","395","221841","88368303","79600000000","200000000"
"039310","세중","중견기업부","1568","8","0.51","1540","1599","1512","8276","12810285","28414773856","18121667"
"067770","세진티에스","중견기업부","2320","130","5.94","2190","2390","2190","17033","38543560","19480095760","8396593"
"053450","세코닉스","우량기업부","5440","190","3.62","5190","5900","5190","1680781","9427735280","80472848320","14792803"
"222810","세토피아","관리종목(소속부없음)","1080","0","0.00","0","0","0","0","0","81712098000","75659350"
"252500","세화피앤씨","중견기업부","817","-18","-2.16","835","849","816","180598","148632241","33894380630","41486390"
"321370","센서뷰","기술성장기업부","1604","54","3.48","1520","1625","1520","107760","171755065","42255366980","26343745"
"347000","센코","기술성장기업부","1908","-2","-0.10","1910","1913","1880","18119","34453656","62973494208","33004976"
"331920","셀레믹스","기술성장기업부","3275","80","2.50","3080","3280","3080","42152","134842145","26737584700","8164148"
"471820","셀로맥스사이언스","중견기업부","4915","60","1.24","4960","5090","4900","189096","938449220","57230648285","11644079"
"049180","셀루메드","벤처기업부","2540","583","29.79","2170","2540","2125","1865668","4543503605","130850401240","51515906"
"299660","셀리드","기술성장기업부","5060","85","1.71","4925","5080","4825","356011","1781516975","106781063620","21102977"
"268600","셀리버리","관리종목(소속부없음)","6680","0","0.00","0","0","0","0","0","248384003120","37183234"
"108860","셀바스AI","우량기업부","11640","570","5.15","10920","11740","10800","469971","5369017670","313288155600","26914790"
"208370","셀바스헬스케어","벤처기업부","4055","155","3.97","3890","4060","3860","221016","885327315","104377987020","25740564"
"318160","셀바이오휴먼텍","벤처기업부","3150","-10","-0.32","3160","3190","3110","23708","74543245","29171838150","9260901"
"308430","셀비온","기술성장기업부","11800","680","6.12","10900","11870","10900","230269","2677066980","151051906200","12801009"
"068760","셀트리온제약","우량기업부","56700","600","1.07","55900","59000","55900","168016","9655673200","2358923382900","41603587"
"068940","셀피글로벌","투자주의환기종목(소속부없음)","778","0","0.00","0","0","0","0","0","29766744466","38260597"
"060230","소니드","중견기업부","924","-71","-7.14","946","984","910","682358","635717278","43448179236","47021839"
"290690","소룩스","중견기업부","8350","-1250","-13.02","9600","10040","7110","1429419","12119110130","380462239000","45564340"
"950200","소마젠","외국기업(소속부없음)","4050","50","1.25","4000","4110","3995","13685","55465825","77906014650","19236053"
"032680","소프트센","중견기업부","292","-1","-0.34","291","295","285","227011","65813310","30832503088","105590764"
"032685","소프트센우","중견기업부","7170","60","0.84","7200","7290","7170","5","36130","2560708140","357142"
"258790","소프트캠프","벤처기업부","987","1","0.10","985","1002","974","59346","58656558","24666397308","24991284"
"066910","손오공","중견기업부","1040","-7","-0.67","1046","1079","1038","99077","105091944","35135629360","33784259"
"035610","솔본","우량기업부","3925","100","2.61","3850","3970","3730","41761","161265690","107333038225","27345997"
"357780","솔브레인","우량기업부","165400","1200","0.73","164200","168000","161500","14345","2357833400","1286574816400","7778566"
"036830","솔브레인홀딩스","우량기업부","36100","-550","-1.50","36350","36600","35600","46940","1699073550","756802421600","20964056"
"304100","솔트룩스","기술성장기업부","22350","0","0.00","21900","22650","21550","203397","4535970150","271118194800","12130568"
"328380","솔트웨어","벤처기업부","867","61","7.57","766","923","766","463674","404834659","29705828526","34262778"
"086980","쇼박스","중견기업부","3150","-35","-1.10","3350","3360","3100","1683415","5472677735","197309700000","62638000"
"050960","수산아이앤티","벤처기업부","16210","640","4.11","15560","16430","15000","130929","2092131250","109433710000","6751000"
"084180","수성웹툰","중견기업부","5780","390","7.24","5390","5900","5250","120342","675754690","99104012940","17146023"
"253840","수젠텍","우량기업부","5330","230","4.51","5000","5470","5000","138975","742318330","89241256000","16743200"
"298830","슈어소프트테크","벤처기업부","4360","150","3.56","4150","4400","4120","264950","1139409625","229419105960","52619061"
"236200","슈프리마","우량기업부","24350","500","2.10","23800","24450","23550","20798","503042100","175156197550","7193273"
"094840","슈프리마에이치큐","벤처기업부","6600","220","3.45","6370","6700","6330","165438","1078893920","69114144000","10471840"
"192440","슈피겐코리아","우량기업부","19370","-110","-0.56","19480","19570","19300","2351","45516010","120410951310","6216363"
"424960","스마트레이더시스템","기술성장기업부","14370","320","2.28","14110","14710","13750","3290875","46938757940","224924125800","15652340"
